BroadleafCommerce-develop-5.2.x=Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.081 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.ItineraryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.LegTest
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.domain.model.cargo.RouteSpecificationTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.TrackingIdTest
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 sec - in se.citerus.dddsample.domain.model.handling.HandlingEventFactoryTest
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.handling.HandlingEventTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.011 sec - in se.citerus.dddsample.domain.model.handling.HandlingHistoryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.location.LocationTest
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 sec - in se.citerus.dddsample.domain.model.location.UnLocodeTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.voyage.CarrierMovementTest
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.voyage.ScheduleTest
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.domain.model.voyage.VoyageNumberTest
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.voyage.VoyageTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.shared.AndSpecificationTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.shared.experimental.ValueObjectSupportTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.shared.NotSpecificationTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.shared.OrSpecificationTest
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.401 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.CargoRepositoryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.021 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.CarrierMovementRepositoryTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.061 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.048 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.LocationRepositoryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec - in se.citerus.dddsample.infrastructure.routing.ExternalRoutingServiceTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.interfaces.booking.facade.internal.assembler.CargoRoutingDTOAssemblerTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.interfaces.booking.facade.internal.assembler.ItineraryCandidateDTOAssemblerTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.interfaces.booking.facade.internal.assembler.LocationDTOAssemblerTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.018 sec - in se.citerus.dddsample.interfaces.booking.web.ItinerarySelectionCommandTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.123 sec - in se.citerus.dddsample.interfaces.tracking.CargoTrackingControllerTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.interfaces.tracking.CargoTrackingViewAdapterTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec - in se.citerus.dddsample.interfaces.tracking.TrackCommandValidatorTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 sec - in se.citerus.dddsample.scenario.CargoLifecycleScenarioTest
disconf-master=Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 6.341 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.295 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.176 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.594 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 11.509 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.07 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.924 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.716 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.01 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.03 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec
disunity-master=Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 470.4 sec
Tests run: 152, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1,082.173 sec
EMV-NFC-Paycard-Enrollment-master=Tests run: 23, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.058 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.087 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.488 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
